"hf_ng","area_size","area_size_s","log_hf_ng","epg","epg_s","age","sex","density","density_s","log_area","log_area_s","authority","self_drive","session","region","campaign","ndvi_1m","ndvi_1m_s","site"
442.732807,300,-0.255204366617871,6.09296644361081,450,-0.895090910896258,"SA","M",0.666666667,-0.319322681274214,5.7037824746562,0.169069589695469,"NonPrivate","authorised","north1","north","1",0.37475,1.84818986082459,"Site 1"
260.110783,300,-0.255204366617871,5.56110762872716,2550,0.549261248490849,"A","M",0.666666667,-0.319322681274214,5.7037824746562,0.169069589695469,"NonPrivate","authorised","north1","north","1",0.37475,1.84818986082459,"Site 1"
575.459776,300,-0.255204366617871,6.35516933171402,2325,0.394509231413659,"A","M",0.666666667,-0.319322681274214,5.7037824746562,0.169069589695469,"NonPrivate","authorised","north1","north","1",0.37475,1.84818986082459,"Site 1"
574.663224,911,-0.148085200182226,6.35378417181833,2600,0.583650585619113,"A","M",1.097694841,0.284046512826122,6.81454289725996,0.93039069702881,"NonPrivate","authorised","north1","north","1",0.3189375,1.03015366958793,"Site 6"
348.696115,45,-0.299910401709671,5.85420081223726,4975,2.21714409921167,"A","M",0.644444444,-0.350430171669094,3.80666248977032,-1.13122654819885,"Private","prohibited","north1","north","1",0.319666666666667,1.04084096585269,"Site 8"
159.584087,45,-0.299910401709671,5.072570974531,3400,1.13387997967134,"A","M",0.644444444,-0.350430171669094,3.80666248977032,-1.13122654819885,"Private","prohibited","north1","north","1",0.319666666666667,1.04084096585269,"Site 8"
425.214539,45,-0.299910401709671,6.052593839204,3250,1.03071196828655,"SA","F",0.644444444,-0.350430171669094,3.80666248977032,-1.13122654819885,"Private","prohibited","north1","north","1",0.319666666666667,1.04084096585269,"Site 8"
317.113825,45,-0.299910401709671,5.75926077882792,4575,1.94202940218556,"A","M",0.644444444,-0.350430171669094,3.80666248977032,-1.13122654819885,"Private","prohibited","north1","north","1",0.319666666666667,1.04084096585269,"Site 8"
378.911456,45,-0.299910401709671,5.93730255245796,150,-1.10142693366584,"SA","M",0.644444444,-0.350430171669094,3.80666248977032,-1.13122654819885,"Private","prohibited","north1","north","1",0.319666666666667,1.04084096585269,"Site 8"
302.648411,45,-0.299910401709671,5.7125717720348,3625,1.28863199674853,"A","F",0.644444444,-0.350430171669094,3.80666248977032,-1.13122654819885,"Private","prohibited","north1","north","1",0.319666666666667,1.04084096585269,"Site 8"
324.752029,45,-0.299910401709671,5.78306190341418,3575,1.25424265962027,"A","M",0.644444444,-0.350430171669094,3.80666248977032,-1.13122654819885,"Private","prohibited","north1","north","1",0.319666666666667,1.04084096585269,"Site 8"
436.577989,680,-0.188583608441856,6.07896702827788,225,-1.04984292797345,"SA","F",2.058823529,1.62947003009549,6.52209279817015,0.729943842110374,"NonPrivate","prohibited","north1","north","1",0.160333333333333,-1.29448594365759,"Site 17"
340.556268,680,-0.188583608441856,5.83058036303843,2150,0.274146551464733,"A","M",2.058823529,1.62947003009549,6.52209279817015,0.729943842110374,"NonPrivate","prohibited","north1","north","1",0.15625,-1.35433480274022,"Site 17"
630.896872,680,-0.188583608441856,6.44714241336796,75,-1.15301093935824,"A","F",2.058823529,1.62947003009549,6.52209279817015,0.729943842110374,"NonPrivate","prohibited","north1","north","1",0.15625,-1.35433480274022,"Site 17"
332.919639,680,-0.188583608441856,5.80790113653272,625,-0.774728230947332,"A","M",2.058823529,1.62947003009549,6.52209279817015,0.729943842110374,"NonPrivate","prohibited","north1","north","1",0.15625,-1.35433480274022,"Site 17"
471.095975,680,-0.188583608441856,6.15506184183592,1075,-0.465224196792952,"A","M",2.058823529,1.62947003009549,6.52209279817015,0.729943842110374,"NonPrivate","prohibited","north1","north","1",0.15625,-1.35433480274022,"Site 17"
307.342256,240,-0.265723433698294,5.72796196700501,2175,0.291341220028865,"SA","M",2.05,1.61711852756505,5.48063892334199,0.0161258116100027,"NonPrivate","authorised","south1","south","1",0.277,0.415481458703491,"Site 15"
284.131737,240,-0.265723433698294,5.64943799328623,5300,2.44067479054539,"A","M",2.05,1.61711852756505,5.48063892334199,0.0161258116100027,"NonPrivate","authorised","south1","south","1",0.277,0.415481458703491,"Site 15"
344.252874,240,-0.265723433698294,5.84137648615779,1800,0.0334211915668822,"A","M",2.05,1.61711852756505,5.48063892334199,0.0161258116100027,"NonPrivate","authorised","south1","south","1",0.277,0.415481458703491,"Site 15"
406.864245,120,-0.286761567859141,6.00847957943375,2900,0.7899866083887,"A","M",1.083333333,0.263942742282284,4.78749174278205,-0.458960956256528,"NonPrivate","prohibited","south1","south","1",0.3342,1.25385404797538,"Site 14"
232.793296,120,-0.286761567859141,5.45015091819177,2050,0.205367877208204,"A","M",1.083333333,0.263942742282284,4.78749174278205,-0.458960956256528,"NonPrivate","prohibited","south1","south","1",0.3342,1.25385404797538,"Site 14"
253.485714,120,-0.286761567859141,5.53530746641365,4550,1.92483473362143,"SA","M",1.083333333,0.263942742282284,4.78749174278205,-0.458960956256528,"NonPrivate","prohibited","south1","south","1",0.3342,1.25385404797538,"Site 14"
602.700587,120,-0.286761567859141,6.40142053443908,6225,3.07687752741828,"A","M",1.083333333,0.263942742282284,4.78749174278205,-0.458960956256528,"NonPrivate","prohibited","south1","south","1",0.3342,1.25385404797538,"Site 14"
276.594059,120,-0.286761567859141,5.62255094033043,4950,2.19994943064754,"A","M",1.083333333,0.263942742282284,4.78749174278205,-0.458960956256528,"NonPrivate","prohibited","south1","south","1",0.3342,1.25385404797538,"Site 14"
235.574713,120,-0.286761567859141,5.46202811579642,1950,0.136589202951675,"A","F",1.083333333,0.263942742282284,4.78749174278205,-0.458960956256528,"NonPrivate","prohibited","south1","south","1",0.3342,1.25385404797538,"Site 14"
219.755639,120,-0.286761567859141,5.39251619721443,2250,0.342925225721262,"A","F",1.083333333,0.263942742282284,4.78749174278205,-0.458960956256528,"NonPrivate","prohibited","south1","south","1",0.3342,1.25385404797538,"Site 14"
716.353591,240,-0.265723433698294,6.5741738872395,2225,0.32573055715713,"A","M",2.05,1.61711852756505,5.48063892334199,0.0161258116100027,"NonPrivate","authorised","south1","south","1",0.277,0.415481458703491,"Site 15"
886.171429,240,-0.265723433698294,6.78691041834497,1075,-0.465224196792952,"A","M",2.05,1.61711852756505,5.48063892334199,0.0161258116100027,"NonPrivate","authorised","south1","south","1",0.277,0.415481458703491,"Site 15"
622.915129,240,-0.265723433698294,6.43441027997286,3460,1.17514718422526,"A","F",2.05,1.61711852756505,5.48063892334199,0.0161258116100027,"NonPrivate","authorised","south1","south","1",0.277,0.415481458703491,"Site 15"
408.465909,150,-0.28150203431893,6.0124084567172,2750,0.686818597003906,"A","M",0.153333333,-1.03790568517878,5.01063529409626,-0.306017178171061,"Private","prohibited","south1","south","1",0.153333333333333,-1.39708398779925,"Site 18"
290.077821,150,-0.28150203431893,5.67014923525742,1600,-0.104136156946176,"A","M",0.153333333,-1.03790568517878,5.01063529409626,-0.306017178171061,"Private","prohibited","south1","south","1",0.153333333333333,-1.39708398779925,"Site 18"
120.930657,150,-0.28150203431893,4.79521729867749,1675,-0.0525521512537789,"A","M",0.153333333,-1.03790568517878,5.01063529409626,-0.306017178171061,"Private","prohibited","south1","south","1",0.153333333333333,-1.39708398779925,"Site 18"
339.94152,150,-0.28150203431893,5.82877360281651,1225,-0.362056185408159,"A","F",0.153333333,-1.03790568517878,5.01063529409626,-0.306017178171061,"Private","prohibited","south1","south","1",0.150571428571429,-1.4375648487531,"Site 18"
603.794466,183,-0.275716547424697,6.40323385194422,450,-0.895090910896258,"SA","M",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
394.115308,183,-0.275716547424697,5.97664352637986,1225,-0.362056185408159,"A","M",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
409.572491,183,-0.275716547424697,6.01511391082539,225,-1.04984292797345,"SA","M",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
209.497207,183,-0.275716547424697,5.34471040753108,275,-1.01545359084518,"A","M",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
393.333333,183,-0.275716547424697,5.97465742794414,325,-0.981064253716919,"A","F",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
354.702602,183,-0.275716547424697,5.87127969752938,325,-0.981064253716919,"A","F",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
364.371257,183,-0.275716547424697,5.89817328466778,325,-0.981064253716919,"A","F",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
706.347656,183,-0.275716547424697,6.56010754688399,100,-1.13581627079411,"SA","M",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
688.324022,183,-0.275716547424697,6.53425968927475,125,-1.11862160222998,"A","F",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
482.816092,183,-0.275716547424697,6.17963581923959,1500,-0.172914831202704,"A","M",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
409.886364,183,-0.275716547424697,6.01587996030654,75,-1.15301093935824,"A","M",0.524590164,-0.518206629671758,5.20948615284142,-0.169723740906543,"Private","prohibited","south1","south","1",0.238333333333333,-0.15125059465047,"Site 12"
